Period,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Value
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,30 to 34,Deliveries,21345
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,35 to 39,Deliveries,10580
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,40 to 44,Deliveries,2060
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,45 or Over,Deliveries,155
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Under 20,Deliveries,2450
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,20 to 24,Deliveries,9790
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,25 to 29,Deliveries,19690
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,30 to 34,Deliveries,22200
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,35 to 39,Deliveries,10830
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,40 to 44,Deliveries,2095
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,45 or Over,Deliveries,140
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Under 20,Deliveries,3830
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,20 to 24,Deliveries,13000
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,25 to 29,Deliveries,24025
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,30 to 34,Deliveries,24510
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,35 to 39,Deliveries,11265
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,40 to 44,Deliveries,2125
2022-23,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,45 or Over,Deliveries,125
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Under 20,Deliveries,380
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20 to 24,Deliveries,1745
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25 to 29,Deliveries,3540
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,30 to 34,Deliveries,4405
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,35 to 39,Deliveries,2445
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,40 to 44,Deliveries,520
2022-23,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,45 or Over,Deliveries,40
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Under 20,Deliveries,210
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,20 to 24,Deliveries,725
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,25 to 29,Deliveries,1250
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,30 to 34,Deliveries,1185
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,35 to 39,Deliveries,495
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,40 to 44,Deliveries,90
2022-23,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Under 20,Deliveries,125
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,20 to 24,Deliveries,430
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,25 to 29,Deliveries,1025
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,30 to 34,Deliveries,1475
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,35 to 39,Deliveries,695
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,40 to 44,Deliveries,150
2022-23,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,45 or Over,Deliveries,10
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,Under 20,Deliveries,35
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,20 to 24,Deliveries,175
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,25 to 29,Deliveries,285
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,30 to 34,Deliveries,285
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,35 to 39,Deliveries,110
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,40 to 44,Deliveries,30
2022-23,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,45 or Over,Deliveries,5
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,Under 20,Deliveries,240
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,20 to 24,Deliveries,1785
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,25 to 29,Deliveries,3860
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,30 to 34,Deliveries,4245
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,35 to 39,Deliveries,2435
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,40 to 44,Deliveries,540
2022-23,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,45 or Over,Deliveries,50
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Under 20,Deliveries,90
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,20 to 24,Deliveries,610
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,25 to 29,Deliveries,1045
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,30 to 34,Deliveries,995
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,35 to 39,Deliveries,620
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,40 to 44,Deliveries,125
2022-23,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,45 or Over,Deliveries,15
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,50
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,210
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,555
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,1055
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,685
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,125
2022-23,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,15
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,40
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,195
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,345
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,375
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,150
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,20
2022-23,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,0
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Under 20,Deliveries,130
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,20 to 24,Deliveries,440
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,25 to 29,Deliveries,955
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,30 to 34,Deliveries,1570
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,35 to 39,Deliveries,805
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,40 to 44,Deliveries,170
2022-23,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,45 or Over,Deliveries,10
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Under 20,Deliveries,75
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,20 to 24,Deliveries,265
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,25 to 29,Deliveries,610
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,30 to 34,Deliveries,620
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,35 to 39,Deliveries,305
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,40 to 44,Deliveries,55
2022-23,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Under 20,Deliveries,225
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,20 to 24,Deliveries,880
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,25 to 29,Deliveries,1480
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,30 to 34,Deliveries,1300
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35 to 39,Deliveries,590
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,40 to 44,Deliveries,140
2022-23,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,45 or Over,Deliveries,10
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Under 20,Deliveries,300
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,20 to 24,Deliveries,1270
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,25 to 29,Deliveries,3250
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30 to 34,Deliveries,4165
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,35 to 39,Deliveries,1885
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,40 to 44,Deliveries,335
2022-23,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,45 or Over,Deliveries,30
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Under 20,Deliveries,110
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,20 to 24,Deliveries,780
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,25 to 29,Deliveries,1810
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,30 to 34,Deliveries,2580
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,35 to 39,Deliveries,1665
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,40 to 44,Deliveries,390
2022-23,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,45 or Over,Deliveries,45
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Under 20,Deliveries,160
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,20 to 24,Deliveries,560
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,25 to 29,Deliveries,925
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,30 to 34,Deliveries,1050
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35 to 39,Deliveries,670
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,40 to 44,Deliveries,160
2022-23,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,45 or Over,Deliveries,15
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Under 20,Deliveries,75
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,20 to 24,Deliveries,575
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,25 to 29,Deliveries,1205
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,30 to 34,Deliveries,1265
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,35 to 39,Deliveries,685
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,40 to 44,Deliveries,185
2022-23,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,45 or Over,Deliveries,20
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,35
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,210
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,600
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,1615
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,1195
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,265
2022-23,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,30
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,60
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,200
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,420
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,500
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,245
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,55
2022-23,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,Under 20,Deliveries,180
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,20 to 24,Deliveries,610
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,25 to 29,Deliveries,1055
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,30 to 34,Deliveries,1005
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,35 to 39,Deliveries,450
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,40 to 44,Deliveries,95
2022-23,AgeAtBookingMotherGroup,Provider,RBK,WALSALL HEALTHCARE NHS TRUST,45 or Over,Deliveries,10
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,115
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,415
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,775
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,950
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,495
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,80
2022-23,AgeAtBookingMotherGroup,Provider,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2022-23,AgeAtBookingMotherGroup,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,Under 20,Deliveries,145
2022-23,AgeAtBookingMotherGroup,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,20 to 24,Deliveries,495
2022-23,AgeAtBookingMotherGroup,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,25 to 29,Deliveries,1055
2022-23,AgeAtBookingMotherGroup,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,30 to 34,Deliveries,1085
2022-23,AgeAtBookingMotherGroup,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,35 to 39,Deliveries,440
2022-23,AgeAtBookingMotherGroup,Provider,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,40 to 44,Deliveries,80
