Period,Dimension,Org_Level,Org_Code,Org_Name,Measure,Count_Of,Value
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,30 to 34,Deliveries,31160
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,35 to 39,Deliveries,14610
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,40 to 44,Deliveries,2960
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,45 or Over,Deliveries,185
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y60,MIDLANDS COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Under 20,Deliveries,1715
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,20 to 24,Deliveries,7810
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,25 to 29,Deliveries,17980
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,30 to 34,Deliveries,21880
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,35 to 39,Deliveries,11025
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,40 to 44,Deliveries,2075
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,45 or Over,Deliveries,135
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y61,EAST OF ENGLAND COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Under 20,Deliveries,2515
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,20 to 24,Deliveries,10495
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,25 to 29,Deliveries,20715
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,30 to 34,Deliveries,23370
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,35 to 39,Deliveries,11190
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,40 to 44,Deliveries,2130
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,45 or Over,Deliveries,120
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y62,NORTH WEST COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Under 20,Deliveries,3620
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,20 to 24,Deliveries,13270
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,25 to 29,Deliveries,24155
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,30 to 34,Deliveries,24490
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,35 to 39,Deliveries,11120
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,40 to 44,Deliveries,2115
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,45 or Over,Deliveries,110
2021-22,AgeAtBookingMotherGroup,NHS England (Region),Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Missing value / Value outside reporting parameters,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Under 20,Deliveries,495
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20 to 24,Deliveries,2440
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25 to 29,Deliveries,4740
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,30 to 34,Deliveries,5905
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,35 to 39,Deliveries,3105
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,40 to 44,Deliveries,665
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,45 or Over,Deliveries,45
2021-22,AgeAtBookingMotherGroup,Provider,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Under 20,Deliveries,235
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,20 to 24,Deliveries,750
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,25 to 29,Deliveries,1260
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,30 to 34,Deliveries,1180
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,35 to 39,Deliveries,480
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,40 to 44,Deliveries,70
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Under 20,Deliveries,100
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,20 to 24,Deliveries,455
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,25 to 29,Deliveries,1140
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,30 to 34,Deliveries,1490
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,35 to 39,Deliveries,840
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,40 to 44,Deliveries,140
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,Under 20,Deliveries,35
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,20 to 24,Deliveries,150
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,25 to 29,Deliveries,265
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,30 to 34,Deliveries,270
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,35 to 39,Deliveries,115
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,40 to 44,Deliveries,35
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,R1F,ISLE OF WIGHT NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,Under 20,Deliveries,235
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,20 to 24,Deliveries,1625
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,25 to 29,Deliveries,3650
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,30 to 34,Deliveries,4275
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,35 to 39,Deliveries,2410
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,40 to 44,Deliveries,525
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,45 or Over,Deliveries,50
2021-22,AgeAtBookingMotherGroup,Provider,R1H,BARTS HEALTH NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Under 20,Deliveries,90
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,20 to 24,Deliveries,640
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,25 to 29,Deliveries,1135
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,30 to 34,Deliveries,1270
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,35 to 39,Deliveries,725
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,40 to 44,Deliveries,155
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,45 or Over,Deliveries,15
2021-22,AgeAtBookingMotherGroup,Provider,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,35
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,200
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,575
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,1050
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,685
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,150
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,20
2021-22,AgeAtBookingMotherGroup,Provider,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,40
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,165
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,380
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,370
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,185
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,30
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Under 20,Deliveries,135
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,20 to 24,Deliveries,455
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,25 to 29,Deliveries,1070
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,30 to 34,Deliveries,1670
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,35 to 39,Deliveries,895
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,40 to 44,Deliveries,175
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Under 20,Deliveries,80
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,20 to 24,Deliveries,325
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,25 to 29,Deliveries,560
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,30 to 34,Deliveries,655
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,35 to 39,Deliveries,290
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,40 to 44,Deliveries,65
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Under 20,Deliveries,230
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,20 to 24,Deliveries,875
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,25 to 29,Deliveries,1495
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,30 to 34,Deliveries,1370
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35 to 39,Deliveries,690
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,40 to 44,Deliveries,125
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,45 or Over,Deliveries,5
2021-22,AgeAtBookingMotherGroup,Provider,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Under 20,Deliveries,310
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,20 to 24,Deliveries,1465
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,25 to 29,Deliveries,3620
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,30 to 34,Deliveries,4370
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,35 to 39,Deliveries,2040
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,40 to 44,Deliveries,350
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,45 or Over,Deliveries,25
2021-22,AgeAtBookingMotherGroup,Provider,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Under 20,Deliveries,95
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,20 to 24,Deliveries,845
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,25 to 29,Deliveries,1850
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,30 to 34,Deliveries,2830
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,35 to 39,Deliveries,1685
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,40 to 44,Deliveries,380
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,45 or Over,Deliveries,20
2021-22,AgeAtBookingMotherGroup,Provider,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Under 20,Deliveries,145
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,20 to 24,Deliveries,570
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,25 to 29,Deliveries,955
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,30 to 34,Deliveries,1045
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,35 to 39,Deliveries,640
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,40 to 44,Deliveries,130
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,45 or Over,Deliveries,15
2021-22,AgeAtBookingMotherGroup,Provider,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Under 20,Deliveries,65
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,20 to 24,Deliveries,555
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,25 to 29,Deliveries,1180
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,30 to 34,Deliveries,1350
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,35 to 39,Deliveries,745
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,40 to 44,Deliveries,175
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,45 or Over,Deliveries,20
2021-22,AgeAtBookingMotherGroup,Provider,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,45
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,20 to 24,Deliveries,225
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,25 to 29,Deliveries,705
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,30 to 34,Deliveries,1635
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,35 to 39,Deliveries,1395
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,40 to 44,Deliveries,325
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,45 or Over,Deliveries,25
2021-22,AgeAtBookingMotherGroup,Provider,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,Missing value / Value outside reporting parameters,Deliveries,0
2021-22,AgeAtBookingMotherGroup,Provider,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Under 20,Deliveries,55
